Location,TST,Tag,Age,Sex,Nasal,Jaw,FAMACHA,Condition,Dag,Status,Weight,Lactation,Visit,Date,FEC,month,plant,farm,time
MAZINGA,Plant,7,5.5,Female,0,0,2,2,0,Healthy,32.6,Pregnant,3,27/02/2020,700,February,mtawa,P2,28
MAZINGA,Plant,7,5.5,Female,0,0,2,2,0,Healthy,36.7,Lactating,4,12/03/2020,50,March,mtawa,P2,42
MAZINGA,Plant,7,5.5,Female,0,0,2,2,0,Healthy,34.2,Lactating,5,26/03/2020,1000,March,mtawa,P2,56
MAZINGA,Plant,7,5.5,Female,0,0,2,2,0,Healthy,34.2,Lactating,6,09/04/2020,2150,April,mtawa,P2,70
MAZINGA,Plant,7,5.5,Female,0,0,2,2,0,Healthy,35.4,Lactating,7,23/04/2020,1850,April,mtawa,P2,84
MAZINGA,Plant,7,5.5,Female,1,0,2,2.5,0,Healthy,38.1,Lactating,8,07/05/2020,350,May,mtawa,P2,98
MAZINGA,Plant,7,5.5,Female,0,0,2,3,0,Healthy,39.5,Lactating,9,21/05/2020,1300,May,mtawa,P2,112
MAZINGA,Plant,7,5.5,Female,0,0,2,2.5,0,Healthy,39.5,Lactating,10,04/06/2020,150,June,mtawa,P2,126
MAZINGA,Plant,7,5.5,Female,0,0,2,2.5,0,Healthy,36.7,Lactating,11,18/06/2020,350,June,mtawa,P2,140
MAZINGA,Plant,7,5.5,Female,0,0,2,3,0,Healthy,31.3,Lactating,12,02/07/2020,200,July,mtawa,P2,154
MAZINGA,Plant,7,5.5,Female,0,0,2,2.5,0,Healthy,40.8,NotLactating,13,16/07/2020,150,July,mtawa,P2,168
MAZINGA,Plant,7,5.5,Female,0,0,2,2,0,Healthy,31.3,NotLactating,14,30/07/2020,0,July,mtawa,P2,182
MAZINGA,Plant,7,5.5,Female,0,0,2,2.5,0,Healthy,39.5,Lactating,15,13/08/2020,0,August,mtawa,P2,196
MAZINGA,Plant,7,5.5,Female,0,0,2,2,0,Healthy,44,Lactating,16,27/08/2020,0,August,mtawa,P2,210
MAZINGA,Plant,7,5.5,Female,0,0,2,2.5,0,Healthy,42.2,Lactating,17,10/09/2020,50,September,mtawa,P2,224
MAZINGA,Plant,7,5.5,Female,0,0,2,2,0,Healthy,40.8,Lactating,18,24/09/2020,50,September,mtawa,P2,238
MAZINGA,Plant,7,5.5,Female,0,0,2,2,0,Healthy,39.5,Lactating,19,08/10/2020,0,October,mtawa,P2,252
MAZINGA,Plant,7,5.5,Female,0,0,2,2,0,Healthy,40.8,Lactating,20,22/10/2020,100,October,mtawa,P2,266
MAZINGA,Plant,7,5.5,Female,0,0,2,2,4,Sick,40.8,Lactating,21,05/11/2020,,November,mtawa,P2,280
MAZINGA,Plant,7,5.5,Female,0,0,2,2,0,Healthy,44,Pregnant,22,19/11/2020,50,November,mtawa,P2,294
MAZINGA,Plant,7,5.5,Female,0,0,2,2,0,Healthy,40.8,Pregnant,23,03/12/2020,50,December,mtawa,P2,308
MAZINGA,Plant,7,5.5,Female,0,0,2,2.5,0,Healthy,45.8,Pregnant,24,17/12/2020,50,December,mtawa,P2,322
MAZINGA,Plant,7,5.5,Female,0,0,2,2,0,Healthy,31.3,Pregnant,25,31/12/2020,50,December,mtawa,P2,336
MAZINGA,Plant,7,5.5,Female,0,0,2,1.5,0,Borderline,36.7,Pregnant,26,14/01/2021,250,January,mtawa,P2,350
MAZINGA,Plant,7,5.5,Female,0,0,2,2,0,Borderline,32.6,NotLactating,27,28/01/2021,0,January,mtawa,P2,364
MAZINGA,Plant,7,5.5,Female,0,0,2,2,0,Borderline,35.4,NotLactating,28,11/02/2021,150,February,mtawa,P2,378
MAZINGA,Plant,7,5.5,Female,0,0,2,2,0,Healthy,35.4,NotLactating,29,25/02/2021,350,February,mtawa,P2,392
MAZINGA,Plant,8,3,Female,1,0,3,2.5,0,Borderline,34.2,Pregnant,1,30/01/2020,550,January,mtawa,P2,0
MAZINGA,Plant,8,3,Female,1,0,2,2.5,0,Healthy,36.7,Pregnant,2,13/02/2020,0,February,mtawa,P2,14
MAZINGA,Plant,8,3,Female,0,0,2,2,0,Healthy,34.2,Lactating,3,27/02/2020,2550,February,mtawa,P2,28
MAZINGA,Plant,8,3,Female,0,0,2,2,0,Healthy,34.2,Lactating,4,12/03/2020,1900,March,mtawa,P2,42
MAZINGA,Plant,8,3,Female,0,0,2,2,0,Healthy,32.6,Lactating,5,26/03/2020,2200,March,mtawa,P2,56
MAZINGA,Plant,8,3,Female,0,0,2,2.5,0,Healthy,32.6,Lactating,6,09/04/2020,1050,April,mtawa,P2,70
MAZINGA,Plant,8,3,Female,1,0,2,2.5,1,Healthy,31.3,Lactating,7,23/04/2020,2250,April,mtawa,P2,84
MAZINGA,Plant,8,3,Female,0,0,3,2,0,Borderline,36.7,Lactating,8,07/05/2020,2400,May,mtawa,P2,98
MAZINGA,Plant,8,3,Female,0,0,2,3,0,Healthy,39.5,Lactating,9,21/05/2020,350,May,mtawa,P2,112
MAZINGA,Plant,8,3,Female,0,0,2,2.5,0,Healthy,34.2,Lactating,10,04/06/2020,,June,mtawa,P2,126
MAZINGA,Plant,8,3,Female,0,0,2,2.5,0,Healthy,38.1,Lactating,11,18/06/2020,300,June,mtawa,P2,140
MAZINGA,Plant,8,3,Female,1,0,2,2.5,0,Healthy,35.4,Lactating,12,02/07/2020,250,July,mtawa,P2,154
MAZINGA,Plant,8,3,Female,,,,,,ND,,,13,16/07/2020,,July,mtawa,P2,168
MAZINGA,Plant,9,1.5,Female,0,0,2,2,0,Healthy,32.6,Lactating,1,27/08/2020,50,August,mtawa,P2,0
MAZINGA,Plant,9,1.5,Female,0,0,3,2,0,Borderline,35.4,Lactating,2,10/09/2020,150,September,mtawa,P2,14
MAZINGA,Plant,9,1.5,Female,0,0,3,2,0,Borderline,28.6,Lactating,3,24/09/2020,100,September,mtawa,P2,28
MAZINGA,Plant,9,1.5,Female,0,0,3,2,0,Borderline,29.9,Lactating,4,08/10/2020,250,October,mtawa,P2,42
MAZINGA,Plant,9,1.5,Female,0,0,2,2,0,Healthy,28.6,Lactating,5,22/10/2020,550,October,mtawa,P2,56
MAZINGA,Plant,9,1.5,Female,0,0,2,2,0,Healthy,28.6,Lactating,6,05/11/2020,550,November,mtawa,P2,70
MAZINGA,Plant,9,1.5,Female,0,0,2,2,0,Healthy,32.6,NotLactating,7,19/11/2020,1100,November,mtawa,P2,84
MAZINGA,Plant,9,1.5,Female,,,,,,ND,,,8,03/12/2020,,December,mtawa,P2,98
MAZINGA,Plant,12,3,Female,0,0,1,2.5,0,Healthy,32.6,NotLactating,1,30/01/2020,4400,January,mtawa,P3,0
MAZINGA,Plant,12,3,Female,0,0,2,2.5,0,Healthy,29.9,NotLactating,2,13/02/2020,1350,February,mtawa,P3,14
MAZINGA,Plant,12,3,Female,0,0,1,2.5,0,Borderline,31.3,NotLactating,3,27/02/2020,8950,February,mtawa,P3,28
MAZINGA,Plant,12,3,Female,0,0,2,2.5,0,Healthy,31.3,NotLactating,4,12/03/2020,,March,mtawa,P3,42
MAZINGA,Plant,12,3,Female,0,0,3,2.5,0,Healthy,28.6,NotLactating,5,26/03/2020,8700,March,mtawa,P3,56
MAZINGA,Plant,12,3,Female,0,0,2,2,0,Healthy,31.3,NotLactating,6,09/04/2020,6050,April,mtawa,P3,70
MAZINGA,Plant,12,3,Female,0,0,2,3,0,Healthy,31.3,NotLactating,7,23/04/2020,550,April,mtawa,P3,84
MAZINGA,Plant,12,3,Female,0,0,2,3,0,Healthy,31.3,NotLactating,8,07/05/2020,250,May,mtawa,P3,98
MAZINGA,Plant,12,3,Female,0,0,2,2.5,0,Healthy,32.6,NotLactating,9,21/05/2020,450,May,mtawa,P3,112
MAZINGA,Plant,12,3,Female,0,0,2,3,0,Healthy,34.2,NotLactating,10,04/06/2020,250,June,mtawa,P3,126
MAZINGA,Plant,12,3,Female,0,0,2,3,0,Healthy,32.6,NotLactating,11,18/06/2020,,June,mtawa,P3,140
MAZINGA,Plant,12,3,Female,0,0,2,3,0,Healthy,39.5,NotLactating,12,02/07/2020,200,July,mtawa,P3,154
MAZINGA,Plant,12,3,Female,0,0,2,2.5,0,Healthy,32.6,NotLactating,13,16/07/2020,100,July,mtawa,P3,168
MAZINGA,Plant,12,3,Female,0,0,2,2.5,0,Healthy,38.1,Pregnant,14,30/07/2020,50,July,mtawa,P3,182
MAZINGA,Plant,12,3,Female,0,0,2,2.5,0,Healthy,34.2,NotLactating,15,13/08/2020,50,August,mtawa,P3,196
MAZINGA,Plant,12,3,Female,0,0,2,2.5,0,Healthy,36.7,NotLactating,16,27/08/2020,250,August,mtawa,P3,210
MAZINGA,Plant,12,3,Female,0,0,2,2.5,0,Healthy,35.4,NotLactating,17,10/09/2020,100,September,mtawa,P3,224
MAZINGA,Plant,12,3,Female,0,0,2,2.5,0,Healthy,32.6,NotLactating,18,24/09/2020,400,September,mtawa,P3,238
MAZINGA,Plant,12,3,Female,0,0,2,2.5,0,Healthy,34.2,NotLactating,19,08/10/2020,50,October,mtawa,P3,252
MAZINGA,Plant,12,3,Female,0,0,2,2,0,Healthy,35.4,NotLactating,20,22/10/2020,250,October,mtawa,P3,266
MAZINGA,Plant,12,3,Female,0,0,2,2,0,Healthy,34.2,NotLactating,21,05/11/2020,450,November,mtawa,P3,280
MAZINGA,Plant,12,3,Female,0,0,2,2.5,0,Healthy,38.1,NotLactating,22,19/11/2020,750,November,mtawa,P3,294
MAZINGA,Plant,12,3,Female,0,0,2,2,0,Healthy,35.4,NotLactating,23,03/12/2020,,December,mtawa,P3,308
MAZINGA,Plant,12,3,Female,0,0,2,2,0,Healthy,36.7,NotLactating,24,17/12/2020,850,December,mtawa,P3,322
MAZINGA,Plant,12,3,Female,0,0,2,2,0,Healthy,36.7,Pregnant,25,31/12/2020,850,December,mtawa,P3,336
MAZINGA,Plant,12,3,Female,0,0,2,2,0,Healthy,29.9,Lactating,26,14/01/2021,3150,January,mtawa,P3,350
MAZINGA,Plant,12,3,Female,0,0,2,2,0,Healthy,29.9,Lactating,27,28/01/2021,1350,January,mtawa,P3,364
MAZINGA,Plant,12,3,Female,0,0,2,2,0,Healthy,28.6,Lactating,28,11/02/2021,3850,January,mtawa,P3,378
MAZINGA,Plant,12,3,Female,0,0,2,2,0,Healthy,28.6,Lactating,29,25/02/2021,7750,January,mtawa,P3,392
MAZINGA,Plant,13,3,Female,0,0,3,2,0,Borderline,32.6,Lactating,1,30/01/2020,2950,January,mtawa,P3,0
MAZINGA,Plant,13,3,Female,0,0,2,2,0,Healthy,36.7,NotLactating,2,13/02/2020,800,February,mtawa,P3,14
MAZINGA,Plant,13,3,Female,0,0,2,1.5,0,Borderline,31.3,Lactating,3,27/02/2020,6150,February,mtawa,P3,28
MAZINGA,Plant,13,3,Female,0,0,3,1.5,0,Borderline,31.3,NotLactating,4,12/03/2020,100,March,mtawa,P3,42
MAZINGA,Plant,13,3,Female,0,0,2,1.5,0,Borderline,31.3,NotLactating,5,26/03/2020,1300,March,mtawa,P3,56
MAZINGA,Plant,13,3,Female,0,0,3,2,0,Healthy,34.2,NotLactating,6,09/04/2020,,April,mtawa,P3,70
MAZINGA,Plant,13,3,Female,0,0,2,2,0,Healthy,34.2,NotLactating,7,23/04/2020,1250,April,mtawa,P3,84
MAZINGA,Plant,13,3,Female,0,0,2,2,0,Healthy,35.4,NotLactating,8,07/05/2020,1050,May,mtawa,P3,98
MAZINGA,Plant,13,3,Female,0,0,2,3,0,Healthy,39.5,NotLactating,9,21/05/2020,150,May,mtawa,P3,112
MAZINGA,Plant,13,3,Female,0,0,2,2.5,0,Healthy,39.5,Pregnant,10,04/06/2020,100,June,mtawa,P3,126
MAZINGA,Plant,13,3,Female,0,0,2,2.5,0,Healthy,36.7,Pregnant,11,18/06/2020,50,June,mtawa,P3,140
MAZINGA,Plant,13,3,Female,0,0,2,3,0,Healthy,40.8,Pregnant,12,02/07/2020,,July,mtawa,P3,154
MAZINGA,Plant,13,3,Female,0,0,2,2.5,0,Healthy,42.2,NotLactating,13,16/07/2020,150,July,mtawa,P3,168
MAZINGA,Plant,13,3,Female,0,0,2,2,0,Healthy,44,NotLactating,14,30/07/2020,250,July,mtawa,P3,182
MAZINGA,Plant,13,3,Female,0,0,2,2,0,Healthy,38.1,Pregnant,15,13/08/2020,0,August,mtawa,P3,196
MAZINGA,Plant,13,3,Female,0,0,2,2,0,Healthy,40.8,Pregnant,16,27/08/2020,0,August,mtawa,P3,210
MAZINGA,Plant,13,3,Female,0,0,2,1.5,0,Healthy,38.1,Pregnant,17,10/09/2020,0,September,mtawa,P3,224
MAZINGA,Plant,13,3,Female,0,0,2,2,0,Healthy,42.2,Pregnant,18,24/09/2020,400,September,mtawa,P3,238
MAZINGA,Plant,13,3,Female,0,0,2,2,0,Healthy,40.8,Pregnant,19,08/10/2020,100,October,mtawa,P3,252
MAZINGA,Plant,13,3,Female,0,0,2,2,0,Healthy,39.5,Pregnant,20,22/10/2020,100,October,mtawa,P3,266
MAZINGA,Plant,13,3,Female,0,0,2,2,0,Healthy,36.7,Lactating,21,05/11/2020,,November,mtawa,P3,280
MAZINGA,Plant,13,3,Female,0,0,2,2,0,Healthy,38.1,Lactating,22,19/11/2020,400,November,mtawa,P3,294
MAZINGA,Plant,13,3,Female,0,0,2,2,0,Healthy,36.7,Lactating,23,03/12/2020,50,December,mtawa,P3,308
MAZINGA,Plant,13,3,Female,0,0,2,2,0,Healthy,38.1,NotLactating,24,17/12/2020,0,December,mtawa,P3,322
MAZINGA,Plant,13,3,Female,,,,,,ND,,,25,31/12/2020,,December,mtawa,P3,336
MAZINGA,Plant,14,1,Female,1,0,2,1.5,0,Borderline,20.4,NotLactating,1,30/01/2020,550,January,mtawa,P3,0
MAZINGA,Plant,14,1,Female,0,0,3,1.5,0,Borderline,20.4,NotLactating,2,13/02/2020,150,February,mtawa,P3,14
MAZINGA,Plant,14,1,Female,0,0,3,1.5,0,Borderline,21.8,NotLactating,3,27/02/2020,3800,February,mtawa,P3,28
MAZINGA,Plant,14,1,Female,0,0,2,1.5,0,Borderline,21.4,NotLactating,4,12/03/2020,1500,March,mtawa,P3,42
MAZINGA,Plant,14,1,Female,0,0,2,1.5,0,Borderline,20.4,NotLactating,5,26/03/2020,16600,March,mtawa,P3,56
MAZINGA,Plant,14,1,Female,0,0,2,1.5,0,Borderline,19.1,NotLactating,6,09/04/2020,3800,April,mtawa,P3,70
MAZINGA,Plant,14,1,Female,0,0,2,2,0,Healthy,17.7,NotLactating,7,23/04/2020,7700,April,mtawa,P3,84
MAZINGA,Plant,14,1,Female,0,0,2,2,0,Healthy,19.1,NotLactating,8,07/05/2020,2350,May,mtawa,P3,98
MAZINGA,Plant,14,1,Female,0,0,2,2,0,Healthy,21.8,NotLactating,9,21/05/2020,1750,May,mtawa,P3,112
MAZINGA,Plant,14,1,Female,0,0,2,2,0,Healthy,24.5,NotLactating,10,04/06/2020,1350,June,mtawa,P3,126
MAZINGA,Plant,14,1,Female,,,,,,ND,,,11,18/06/2020,,June,mtawa,P3,140
MAZINGA,Plant,18,2,Female,0,0,2,2,0,Healthy,21.8,Lactating,1,30/01/2020,1050,January,mtawa,P4,0
MAZINGA,Plant,18,2,Female,0,0,2,1.5,0,Borderline,21.8,NotLactating,2,13/02/2020,3150,February,mtawa,P4,14
MAZINGA,Plant,18,2,Female,1,0,3,1.5,0,Borderline,19.1,Lactating,3,27/02/2020,2600,February,mtawa,P4,28
MAZINGA,Plant,18,2,Female,1,0,1,2,0,Healthy,20.4,Pregnant,4,12/03/2020,250,March,mtawa,P4,42
MAZINGA,Plant,18,2,Female,0,0,2,1.5,0,Borderline,17.7,Pregnant,5,26/03/2020,1150,March,mtawa,P4,56
MAZINGA,Plant,18,2,Female,0,0,2,2,0,Healthy,19.1,NotLactating,6,09/04/2020,2900,April,mtawa,P4,70
MAZINGA,Plant,18,2,Female,0,0,2,2,0,Healthy,16.8,NotLactating,7,23/04/2020,,April,mtawa,P4,84
MAZINGA,Plant,18,2,Female,,,,,,ND,,,8,07/05/2020,,May,mtawa,P4,98
MAZINGA,Plant,18,2,Female,0,0,2,2,0,Healthy,23.1,NotLactating,9,21/05/2020,250,May,mtawa,P4,112
MAZINGA,Plant,18,2,Female,0,0,2,2,0,Healthy,20.4,NotLactating,10,04/06/2020,1050,June,mtawa,P4,126
MAZINGA,Plant,18,2,Female,0,0,2,2.5,0,Healthy,23.1,NotLactating,11,18/06/2020,200,June,mtawa,P4,140
MAZINGA,Plant,18,2,Female,0,0,2,2,0,Healthy,24.5,NotLactating,12,02/07/2020,50,July,mtawa,P4,154
MAZINGA,Plant,18,2,Female,0,0,2,2,0,Healthy,24.5,NotLactating,13,16/07/2020,250,July,mtawa,P4,168
MAZINGA,Plant,18,2,Female,0,0,2,2,0,Healthy,25.9,NotLactating,14,30/07/2020,0,July,mtawa,P4,182
MAZINGA,Plant,18,2,Female,0,0,2,2,0,Healthy,24.5,NotLactating,15,13/08/2020,50,August,mtawa,P4,196
MAZINGA,Plant,18,2,Female,0,0,2,2,0,Healthy,24.5,Pregnant,16,27/08/2020,200,August,mtawa,P4,210
MAZINGA,Plant,18,2,Female,0,0,2,2,0,Healthy,23.1,Pregnant,17,10/09/2020,150,September,mtawa,P4,224
MAZINGA,Plant,18,2,Female,0,0,2,2,0,Healthy,21.8,Pregnant,18,24/09/2020,250,September,mtawa,P4,238
MAZINGA,Plant,18,2,Female,0,0,2,2,0,Healthy,24.5,Pregnant,19,08/10/2020,1100,October,mtawa,P4,252
MAZINGA,Plant,18,2,Female,0,0,2,2,0,Healthy,21.8,Pregnant,20,22/10/2020,,October,mtawa,P4,266
MAZINGA,Plant,18,2,Female,0,0,2,2,0,Healthy,24.5,Pregnant,21,05/11/2020,1400,November,mtawa,P4,280
MAZINGA,Plant,18,2,Female,0,0,2,1.5,0,Sick,23.1,Pregnant,22,19/11/2020,12700,November,mtawa,P4,294
MAZINGA,Plant,18,2,Female,,,,,,ND,,,23,03/12/2020,,December,mtawa,P4,308
MAZINGA,Plant,19,4,Female,0,0,3,2,0,Borderline,28.6,Lactating,1,30/01/2020,400,January,mtawa,P4,0
MAZINGA,Plant,19,4,Female,0,0,3,2,0,Borderline,29.9,Lactating,2,13/02/2020,2500,February,mtawa,P4,14
MAZINGA,Plant,19,4,Female,0,0,2,1.5,0,Borderline,29.9,NotLactating,3,27/02/2020,2800,February,mtawa,P4,28
MAZINGA,Plant,19,4,Female,1,0,2,2,0,Healthy,28.6,Lactating,4,12/03/2020,500,March,mtawa,P4,42
MAZINGA,Plant,19,4,Female,0,0,2,1.5,0,Borderline,32.6,Lactating,5,26/03/2020,,March,mtawa,P4,56
MAZINGA,Plant,19,4,Female,0,0,2,2,0,Healthy,28.6,NotLactating,6,09/04/2020,700,April,mtawa,P4,70
MAZINGA,Plant,19,4,Female,1,0,2,2,0,Healthy,28.6,NotLactating,7,23/04/2020,50,April,mtawa,P4,84
MAZINGA,Plant,19,4,Female,1,0,2,2,0,Healthy,34.2,NotLactating,8,07/05/2020,1050,May,mtawa,P4,98
MAZINGA,Plant,19,4,Female,0,0,2,2.5,0,Healthy,32.6,Lactating,9,21/05/2020,,May,mtawa,P4,112
MAZINGA,Plant,19,4,Female,0,0,2,2.5,4,Sick,34.2,NotLactating,10,04/06/2020,,June,mtawa,P4,126
MAZINGA,Plant,19,4,Female,0,0,2,2,0,Healthy,32.6,NotLactating,11,18/06/2020,0,June,mtawa,P4,140
MAZINGA,Plant,19,4,Female,0,0,2,2,0,Healthy,29.9,NotLactating,12,02/07/2020,0,July,mtawa,P4,154
MAZINGA,Plant,19,4,Female,0,0,2,2,0,Healthy,34.2,NotLactating,13,16/07/2020,0,July,mtawa,P4,168
MAZINGA,Plant,19,4,Female,0,0,2,2,0,Healthy,35.4,NotLactating,14,30/07/2020,0,July,mtawa,P4,182
MAZINGA,Plant,19,4,Female,0,0,2,2,0,Healthy,32.6,NotLactating,15,13/08/2020,0,August,mtawa,P4,196
MAZINGA,Plant,19,4,Female,0,0,2,2,0,Healthy,31.3,NotLactating,16,27/08/2020,0,August,mtawa,P4,210
MAZINGA,Plant,19,4,Female,0,0,2,2,0,Healthy,31.3,NotLactating,17,10/09/2020,0,September,mtawa,P4,224
MAZINGA,Plant,19,4,Female,0,0,2,2,0,Healthy,28.6,NotLactating,18,24/09/2020,,September,mtawa,P4,238
MAZINGA,Plant,19,4,Female,0,0,2,2,0,Healthy,31.3,NotLactating,19,08/10/2020,50,October,mtawa,P4,252
MAZINGA,Plant,19,4,Female,,,,,,ND,,,20,22/10/2020,,October,mtawa,P4,266
MAZINGA,Plant,20,5.5,Female,1,0,5,1,5,Sick,28.6,NotLactating,1,30/01/2020,,January,mtawa,P4,0
MAZINGA,Plant,20,5.5,Female,,,,,,ND,,,2,13/02/2020,,February,mtawa,P4,14
MAZINGA,Plant,24,3,Female,0,0,2,2.5,0,Healthy,28.6,Pregnant,1,30/01/2020,3600,January,mtawa,P5,0
MAZINGA,Plant,24,3,Female,0,0,2,2.5,0,Healthy,28.6,Pregnant,2,13/02/2020,2000,February,mtawa,P5,14
MAZINGA,Plant,24,3,Female,,,,,,ND,,,3,27/02/2020,,February,mtawa,P5,28
MAZINGA,Plant,24,3,Female,0,0,2,2,0,Healthy,25.9,Lactating,4,12/03/2020,,March,mtawa,P5,42
MAZINGA,Plant,24,3,Female,0,0,2,2,0,Healthy,27.2,Lactating,5,26/03/2020,2950,March,mtawa,P5,56
MAZINGA,Plant,24,3,Female,0,0,2,2.5,0,Healthy,31.3,Lactating,6,09/04/2020,,April,mtawa,P5,70
MAZINGA,Plant,24,3,Female,0,0,2,2.5,0,Healthy,28.6,Lactating,7,23/04/2020,5000,April,mtawa,P5,84
MAZINGA,Plant,24,3,Female,,,,,,ND,,,8,07/05/2020,,May,mtawa,P5,98
MAZINGA,Plant,25,3.5,Female,0,0,2,2,1,Healthy,36.7,NotLactating,1,30/01/2020,1400,January,mtawa,P5,0
MAZINGA,Plant,25,3.5,Female,0,0,2,2,0,Healthy,34.2,Pregnant,2,13/02/2020,50,February,mtawa,P5,14
MAZINGA,Plant,25,3.5,Female,,,,,,ND,,,3,27/02/2020,,February,mtawa,P5,28
MAZINGA,Plant,25,3.5,Female,0,0,2,2,0,Healthy,29.9,Lactating,4,12/03/2020,,March,mtawa,P5,42
MAZINGA,Plant,25,3.5,Female,0,0,2,2,0,Healthy,19.1,Lactating,5,26/03/2020,,March,mtawa,P5,56
MAZINGA,Plant,25,3.5,Female,0,0,2,2,0,Healthy,16.8,Lactating,6,09/04/2020,,April,mtawa,P5,70
MAZINGA,Plant,25,3.5,Female,0,0,2,2.5,0,Healthy,28.6,Lactating,7,23/04/2020,400,April,mtawa,P5,84
