Location,TST,Tag,Age,Sex,Nasal,Jaw,FAMACHA,Condition,Dag,Status,Weight,Lactation,Visit,Date,FEC,month,plant,farm,time
MAZINGA,Plant,7,5.5,Female,0,0,2,2,0,Healthy,32.6,Pregnant,3,27/02/2020,700,February,Noplant,P2,28
MAZINGA,Plant,7,5.5,Female,0,0,2,2,0,Healthy,36.7,Lactating,4,12/03/2020,50,March,Noplant,P2,42
MAZINGA,Plant,7,5.5,Female,0,0,2,2,0,Healthy,34.2,Lactating,5,26/03/2020,1000,March,Noplant,P2,56
MAZINGA,Plant,7,5.5,Female,0,0,2,2,0,Healthy,34.2,Lactating,6,09/04/2020,2150,April,Noplant,P2,70
MAZINGA,Plant,7,5.5,Female,0,0,2,2,0,Healthy,35.4,Lactating,7,23/04/2020,1850,April,Noplant,P2,84
MAZINGA,Plant,7,5.5,Female,1,0,2,2.5,0,Healthy,38.1,Lactating,8,07/05/2020,350,May,Noplant,P2,98
MAZINGA,Plant,7,5.5,Female,0,0,2,3,0,Healthy,39.5,Lactating,9,21/05/2020,1300,May,Noplant,P2,112
MAZINGA,Plant,7,5.5,Female,0,0,2,2.5,0,Healthy,39.5,Lactating,10,04/06/2020,150,June,Noplant,P2,126
MAZINGA,Plant,7,5.5,Female,0,0,2,2.5,0,Healthy,36.7,Lactating,11,18/06/2020,350,June,Noplant,P2,140
MAZINGA,Plant,7,5.5,Female,0,0,2,3,0,Healthy,31.3,Lactating,12,02/07/2020,200,July,Noplant,P2,154
MAZINGA,Plant,7,5.5,Female,0,0,2,2.5,0,Healthy,40.8,NotLactating,13,16/07/2020,150,July,Noplant,P2,168
MAZINGA,Plant,7,5.5,Female,0,0,2,2,0,Healthy,31.3,NotLactating,14,30/07/2020,0,July,Noplant,P2,182
MAZINGA,Plant,7,5.5,Female,0,0,2,2.5,0,Healthy,39.5,Lactating,15,13/08/2020,0,August,Noplant,P2,196
MAZINGA,Plant,7,5.5,Female,0,0,2,2,0,Healthy,44,Lactating,16,27/08/2020,0,August,Noplant,P2,210
MAZINGA,Plant,7,5.5,Female,0,0,2,2.5,0,Healthy,42.2,Lactating,17,10/09/2020,50,September,Noplant,P2,224
MAZINGA,Plant,7,5.5,Female,0,0,2,2,0,Healthy,40.8,Lactating,18,24/09/2020,50,September,Noplant,P2,238
MAZINGA,Plant,7,5.5,Female,0,0,2,2,0,Healthy,39.5,Lactating,19,08/10/2020,0,October,Noplant,P2,252
MAZINGA,Plant,7,5.5,Female,0,0,2,2,0,Healthy,40.8,Lactating,20,22/10/2020,100,October,Noplant,P2,266
MAZINGA,Plant,7,5.5,Female,0,0,2,2,4,Sick,40.8,Lactating,21,05/11/2020,,November,mtawa,P2,280
MAZINGA,Plant,7,5.5,Female,0,0,2,2,0,Healthy,44,Pregnant,22,19/11/2020,50,November,Noplant,P2,294
MAZINGA,Plant,7,5.5,Female,0,0,2,2,0,Healthy,40.8,Pregnant,23,03/12/2020,50,December,Noplant,P2,308
MAZINGA,Plant,7,5.5,Female,0,0,2,2.5,0,Healthy,45.8,Pregnant,24,17/12/2020,50,December,Noplant,P2,322
MAZINGA,Plant,7,5.5,Female,0,0,2,2,0,Healthy,31.3,Pregnant,25,31/12/2020,50,December,Noplant,P2,336
MAZINGA,Plant,7,5.5,Female,0,0,2,1.5,0,Borderline,36.7,Pregnant,26,14/01/2021,250,January,mtawa,P2,350
MAZINGA,Plant,7,5.5,Female,0,0,2,2,0,Borderline,32.6,NotLactating,27,28/01/2021,0,January,mtawa,P2,364
MAZINGA,Plant,7,5.5,Female,0,0,2,2,0,Borderline,35.4,NotLactating,28,11/02/2021,150,February,mtawa,P2,378
MAZINGA,Plant,7,5.5,Female,0,0,2,2,0,Healthy,35.4,NotLactating,29,25/02/2021,350,February,Noplant,P2,392
MAZINGA,Plant,8,3,Female,1,0,3,2.5,0,Borderline,34.2,Pregnant,1,30/01/2020,550,January,mtawa,P2,0
MAZINGA,Plant,8,3,Female,1,0,2,2.5,0,Healthy,36.7,Pregnant,2,13/02/2020,0,February,Noplant,P2,14
MAZINGA,Plant,8,3,Female,0,0,2,2,0,Healthy,34.2,Lactating,3,27/02/2020,2550,February,Noplant,P2,28
MAZINGA,Plant,8,3,Female,0,0,2,2,0,Healthy,34.2,Lactating,4,12/03/2020,1900,March,Noplant,P2,42
MAZINGA,Plant,8,3,Female,0,0,2,2,0,Healthy,32.6,Lactating,5,26/03/2020,2200,March,Noplant,P2,56
MAZINGA,Plant,8,3,Female,0,0,2,2.5,0,Healthy,32.6,Lactating,6,09/04/2020,1050,April,Noplant,P2,70
MAZINGA,Plant,8,3,Female,1,0,2,2.5,1,Healthy,31.3,Lactating,7,23/04/2020,2250,April,Noplant,P2,84
MAZINGA,Plant,8,3,Female,0,0,3,2,0,Borderline,36.7,Lactating,8,07/05/2020,2400,May,mtawa,P2,98
MAZINGA,Plant,8,3,Female,0,0,2,3,0,Healthy,39.5,Lactating,9,21/05/2020,350,May,Noplant,P2,112
MAZINGA,Plant,8,3,Female,0,0,2,2.5,0,Healthy,34.2,Lactating,10,04/06/2020,,June,Noplant,P2,126
MAZINGA,Plant,8,3,Female,0,0,2,2.5,0,Healthy,38.1,Lactating,11,18/06/2020,300,June,Noplant,P2,140
MAZINGA,Plant,8,3,Female,1,0,2,2.5,0,Healthy,35.4,Lactating,12,02/07/2020,250,July,Noplant,P2,154
MAZINGA,Plant,8,3,Female,,,,,,ND,,,13,16/07/2020,,July,,P2,168
MAZINGA,Plant,9,1.5,Female,0,0,2,2,0,Healthy,32.6,Lactating,1,27/08/2020,50,August,Noplant,P2,0
MAZINGA,Plant,9,1.5,Female,0,0,3,2,0,Borderline,35.4,Lactating,2,10/09/2020,150,September,mtawa,P2,14
MAZINGA,Plant,9,1.5,Female,0,0,3,2,0,Borderline,28.6,Lactating,3,24/09/2020,100,September,mtawa,P2,28
MAZINGA,Plant,9,1.5,Female,0,0,3,2,0,Borderline,29.9,Lactating,4,08/10/2020,250,October,mtawa,P2,42
MAZINGA,Plant,9,1.5,Female,0,0,2,2,0,Healthy,28.6,Lactating,5,22/10/2020,550,October,Noplant,P2,56
MAZINGA,Plant,9,1.5,Female,0,0,2,2,0,Healthy,28.6,Lactating,6,05/11/2020,550,November,Noplant,P2,70
MAZINGA,Plant,9,1.5,Female,0,0,2,2,0,Healthy,32.6,NotLactating,7,19/11/2020,1100,November,Noplant,P2,84
MAZINGA,Plant,9,1.5,Female,,,,,,ND,,,8,03/12/2020,,December,,P2,98
MAZINGA,Plant,12,3,Female,0,0,1,2.5,0,Healthy,32.6,NotLactating,1,30/01/2020,4400,January,Noplant,P3,0
MAZINGA,Plant,12,3,Female,0,0,2,2.5,0,Healthy,29.9,NotLactating,2,13/02/2020,1350,February,Noplant,P3,14
MAZINGA,Plant,12,3,Female,0,0,1,2.5,0,Borderline,31.3,NotLactating,3,27/02/2020,8950,February,mtawa,P3,28
MAZINGA,Plant,12,3,Female,0,0,2,2.5,0,Healthy,31.3,NotLactating,4,12/03/2020,,March,Noplant,P3,42
MAZINGA,Plant,12,3,Female,0,0,3,2.5,0,Healthy,28.6,NotLactating,5,26/03/2020,8700,March,Noplant,P3,56
MAZINGA,Plant,12,3,Female,0,0,2,2,0,Healthy,31.3,NotLactating,6,09/04/2020,6050,April,Noplant,P3,70
MAZINGA,Plant,12,3,Female,0,0,2,3,0,Healthy,31.3,NotLactating,7,23/04/2020,550,April,Noplant,P3,84
MAZINGA,Plant,12,3,Female,0,0,2,3,0,Healthy,31.3,NotLactating,8,07/05/2020,250,May,Noplant,P3,98
MAZINGA,Plant,12,3,Female,0,0,2,2.5,0,Healthy,32.6,NotLactating,9,21/05/2020,450,May,Noplant,P3,112
MAZINGA,Plant,12,3,Female,0,0,2,3,0,Healthy,34.2,NotLactating,10,04/06/2020,250,June,Noplant,P3,126
MAZINGA,Plant,12,3,Female,0,0,2,3,0,Healthy,32.6,NotLactating,11,18/06/2020,,June,Noplant,P3,140
MAZINGA,Plant,12,3,Female,0,0,2,3,0,Healthy,39.5,NotLactating,12,02/07/2020,200,July,Noplant,P3,154
MAZINGA,Plant,12,3,Female,0,0,2,2.5,0,Healthy,32.6,NotLactating,13,16/07/2020,100,July,Noplant,P3,168
MAZINGA,Plant,12,3,Female,0,0,2,2.5,0,Healthy,38.1,Pregnant,14,30/07/2020,50,July,Noplant,P3,182
MAZINGA,Plant,12,3,Female,0,0,2,2.5,0,Healthy,34.2,NotLactating,15,13/08/2020,50,August,Noplant,P3,196
MAZINGA,Plant,12,3,Female,0,0,2,2.5,0,Healthy,36.7,NotLactating,16,27/08/2020,250,August,Noplant,P3,210
MAZINGA,Plant,12,3,Female,0,0,2,2.5,0,Healthy,35.4,NotLactating,17,10/09/2020,100,September,Noplant,P3,224
MAZINGA,Plant,12,3,Female,0,0,2,2.5,0,Healthy,32.6,NotLactating,18,24/09/2020,400,September,Noplant,P3,238
MAZINGA,Plant,12,3,Female,0,0,2,2.5,0,Healthy,34.2,NotLactating,19,08/10/2020,50,October,Noplant,P3,252
MAZINGA,Plant,12,3,Female,0,0,2,2,0,Healthy,35.4,NotLactating,20,22/10/2020,250,October,Noplant,P3,266
MAZINGA,Plant,12,3,Female,0,0,2,2,0,Healthy,34.2,NotLactating,21,05/11/2020,450,November,Noplant,P3,280
MAZINGA,Plant,12,3,Female,0,0,2,2.5,0,Healthy,38.1,NotLactating,22,19/11/2020,750,November,Noplant,P3,294
MAZINGA,Plant,12,3,Female,0,0,2,2,0,Healthy,35.4,NotLactating,23,03/12/2020,,December,Noplant,P3,308
MAZINGA,Plant,12,3,Female,0,0,2,2,0,Healthy,36.7,NotLactating,24,17/12/2020,850,December,Noplant,P3,322
MAZINGA,Plant,12,3,Female,0,0,2,2,0,Healthy,36.7,Pregnant,25,31/12/2020,850,December,Noplant,P3,336
MAZINGA,Plant,12,3,Female,0,0,2,2,0,Healthy,29.9,Lactating,26,14/01/2021,3150,January,Noplant,P3,350
MAZINGA,Plant,12,3,Female,0,0,2,2,0,Healthy,29.9,Lactating,27,28/01/2021,1350,January,Noplant,P3,364
MAZINGA,Plant,12,3,Female,0,0,2,2,0,Healthy,28.6,Lactating,28,11/02/2021,3850,January,Noplant,P3,378
MAZINGA,Plant,12,3,Female,0,0,2,2,0,Healthy,28.6,Lactating,29,25/02/2021,7750,January,Noplant,P3,392
MAZINGA,Plant,13,3,Female,0,0,3,2,0,Borderline,32.6,Lactating,1,30/01/2020,2950,January,mtawa,P3,0
MAZINGA,Plant,13,3,Female,0,0,2,2,0,Healthy,36.7,NotLactating,2,13/02/2020,800,February,Noplant,P3,14
MAZINGA,Plant,13,3,Female,0,0,2,1.5,0,Borderline,31.3,Lactating,3,27/02/2020,6150,February,mtawa,P3,28
MAZINGA,Plant,13,3,Female,0,0,3,1.5,0,Borderline,31.3,NotLactating,4,12/03/2020,100,March,mtawa,P3,42
MAZINGA,Plant,13,3,Female,0,0,2,1.5,0,Borderline,31.3,NotLactating,5,26/03/2020,1300,March,mtawa,P3,56
MAZINGA,Plant,13,3,Female,0,0,3,2,0,Healthy,34.2,NotLactating,6,09/04/2020,,April,Noplant,P3,70
MAZINGA,Plant,13,3,Female,0,0,2,2,0,Healthy,34.2,NotLactating,7,23/04/2020,1250,April,Noplant,P3,84
MAZINGA,Plant,13,3,Female,0,0,2,2,0,Healthy,35.4,NotLactating,8,07/05/2020,1050,May,Noplant,P3,98
MAZINGA,Plant,13,3,Female,0,0,2,3,0,Healthy,39.5,NotLactating,9,21/05/2020,150,May,Noplant,P3,112
MAZINGA,Plant,13,3,Female,0,0,2,2.5,0,Healthy,39.5,Pregnant,10,04/06/2020,100,June,Noplant,P3,126
MAZINGA,Plant,13,3,Female,0,0,2,2.5,0,Healthy,36.7,Pregnant,11,18/06/2020,50,June,Noplant,P3,140
MAZINGA,Plant,13,3,Female,0,0,2,3,0,Healthy,40.8,Pregnant,12,02/07/2020,,July,Noplant,P3,154
MAZINGA,Plant,13,3,Female,0,0,2,2.5,0,Healthy,42.2,NotLactating,13,16/07/2020,150,July,Noplant,P3,168
MAZINGA,Plant,13,3,Female,0,0,2,2,0,Healthy,44,NotLactating,14,30/07/2020,250,July,Noplant,P3,182
MAZINGA,Plant,13,3,Female,0,0,2,2,0,Healthy,38.1,Pregnant,15,13/08/2020,0,August,Noplant,P3,196
MAZINGA,Plant,13,3,Female,0,0,2,2,0,Healthy,40.8,Pregnant,16,27/08/2020,0,August,Noplant,P3,210
MAZINGA,Plant,13,3,Female,0,0,2,1.5,0,Healthy,38.1,Pregnant,17,10/09/2020,0,September,Noplant,P3,224
MAZINGA,Plant,13,3,Female,0,0,2,2,0,Healthy,42.2,Pregnant,18,24/09/2020,400,September,Noplant,P3,238
MAZINGA,Plant,13,3,Female,0,0,2,2,0,Healthy,40.8,Pregnant,19,08/10/2020,100,October,Noplant,P3,252
MAZINGA,Plant,13,3,Female,0,0,2,2,0,Healthy,39.5,Pregnant,20,22/10/2020,100,October,Noplant,P3,266
MAZINGA,Plant,13,3,Female,0,0,2,2,0,Healthy,36.7,Lactating,21,05/11/2020,,November,Noplant,P3,280
MAZINGA,Plant,13,3,Female,0,0,2,2,0,Healthy,38.1,Lactating,22,19/11/2020,400,November,Noplant,P3,294
MAZINGA,Plant,13,3,Female,0,0,2,2,0,Healthy,36.7,Lactating,23,03/12/2020,50,December,Noplant,P3,308
MAZINGA,Plant,13,3,Female,0,0,2,2,0,Healthy,38.1,NotLactating,24,17/12/2020,0,December,Noplant,P3,322
MAZINGA,Plant,13,3,Female,,,,,,ND,,,25,31/12/2020,,December,,P3,336
MAZINGA,Plant,14,1,Female,1,0,2,1.5,0,Borderline,20.4,NotLactating,1,30/01/2020,550,January,mtawa,P3,0
MAZINGA,Plant,14,1,Female,0,0,3,1.5,0,Borderline,20.4,NotLactating,2,13/02/2020,150,February,mtawa,P3,14
MAZINGA,Plant,14,1,Female,0,0,3,1.5,0,Borderline,21.8,NotLactating,3,27/02/2020,3800,February,mtawa,P3,28
MAZINGA,Plant,14,1,Female,0,0,2,1.5,0,Borderline,21.4,NotLactating,4,12/03/2020,1500,March,mtawa,P3,42
MAZINGA,Plant,14,1,Female,0,0,2,1.5,0,Borderline,20.4,NotLactating,5,26/03/2020,16600,March,mtawa,P3,56
MAZINGA,Plant,14,1,Female,0,0,2,1.5,0,Borderline,19.1,NotLactating,6,09/04/2020,3800,April,mtawa,P3,70
MAZINGA,Plant,14,1,Female,0,0,2,2,0,Healthy,17.7,NotLactating,7,23/04/2020,7700,April,Noplant,P3,84
MAZINGA,Plant,14,1,Female,0,0,2,2,0,Healthy,19.1,NotLactating,8,07/05/2020,2350,May,Noplant,P3,98
MAZINGA,Plant,14,1,Female,0,0,2,2,0,Healthy,21.8,NotLactating,9,21/05/2020,1750,May,Noplant,P3,112
MAZINGA,Plant,14,1,Female,0,0,2,2,0,Healthy,24.5,NotLactating,10,04/06/2020,1350,June,Noplant,P3,126
MAZINGA,Plant,14,1,Female,,,,,,ND,,,11,18/06/2020,,June,,P3,140
MAZINGA,Plant,18,2,Female,0,0,2,2,0,Healthy,21.8,Lactating,1,30/01/2020,1050,January,Noplant,P4,0
MAZINGA,Plant,18,2,Female,0,0,2,1.5,0,Borderline,21.8,NotLactating,2,13/02/2020,3150,February,mtawa,P4,14
MAZINGA,Plant,18,2,Female,1,0,3,1.5,0,Borderline,19.1,Lactating,3,27/02/2020,2600,February,mtawa,P4,28
MAZINGA,Plant,18,2,Female,1,0,1,2,0,Healthy,20.4,Pregnant,4,12/03/2020,250,March,Noplant,P4,42
MAZINGA,Plant,18,2,Female,0,0,2,1.5,0,Borderline,17.7,Pregnant,5,26/03/2020,1150,March,mtawa,P4,56
MAZINGA,Plant,18,2,Female,0,0,2,2,0,Healthy,19.1,NotLactating,6,09/04/2020,2900,April,Noplant,P4,70
MAZINGA,Plant,18,2,Female,0,0,2,2,0,Healthy,16.8,NotLactating,7,23/04/2020,,April,Noplant,P4,84
MAZINGA,Plant,18,2,Female,,,,,,ND,,,8,07/05/2020,,May,,P4,98
MAZINGA,Plant,18,2,Female,0,0,2,2,0,Healthy,23.1,NotLactating,9,21/05/2020,250,May,Noplant,P4,112
MAZINGA,Plant,18,2,Female,0,0,2,2,0,Healthy,20.4,NotLactating,10,04/06/2020,1050,June,Noplant,P4,126
MAZINGA,Plant,18,2,Female,0,0,2,2.5,0,Healthy,23.1,NotLactating,11,18/06/2020,200,June,Noplant,P4,140
MAZINGA,Plant,18,2,Female,0,0,2,2,0,Healthy,24.5,NotLactating,12,02/07/2020,50,July,Noplant,P4,154
MAZINGA,Plant,18,2,Female,0,0,2,2,0,Healthy,24.5,NotLactating,13,16/07/2020,250,July,Noplant,P4,168
MAZINGA,Plant,18,2,Female,0,0,2,2,0,Healthy,25.9,NotLactating,14,30/07/2020,0,July,Noplant,P4,182
MAZINGA,Plant,18,2,Female,0,0,2,2,0,Healthy,24.5,NotLactating,15,13/08/2020,50,August,Noplant,P4,196
MAZINGA,Plant,18,2,Female,0,0,2,2,0,Healthy,24.5,Pregnant,16,27/08/2020,200,August,Noplant,P4,210
MAZINGA,Plant,18,2,Female,0,0,2,2,0,Healthy,23.1,Pregnant,17,10/09/2020,150,September,Noplant,P4,224
MAZINGA,Plant,18,2,Female,0,0,2,2,0,Healthy,21.8,Pregnant,18,24/09/2020,250,September,Noplant,P4,238
MAZINGA,Plant,18,2,Female,0,0,2,2,0,Healthy,24.5,Pregnant,19,08/10/2020,1100,October,Noplant,P4,252
MAZINGA,Plant,18,2,Female,0,0,2,2,0,Healthy,21.8,Pregnant,20,22/10/2020,,October,Noplant,P4,266
MAZINGA,Plant,18,2,Female,0,0,2,2,0,Healthy,24.5,Pregnant,21,05/11/2020,1400,November,Noplant,P4,280
MAZINGA,Plant,18,2,Female,0,0,2,1.5,0,Sick,23.1,Pregnant,22,19/11/2020,12700,November,mtawa,P4,294
MAZINGA,Plant,18,2,Female,,,,,,ND,,,23,03/12/2020,,December,,P4,308
MAZINGA,Plant,19,4,Female,0,0,3,2,0,Borderline,28.6,Lactating,1,30/01/2020,400,January,mtawa,P4,0
MAZINGA,Plant,19,4,Female,0,0,3,2,0,Borderline,29.9,Lactating,2,13/02/2020,2500,February,mtawa,P4,14
MAZINGA,Plant,19,4,Female,0,0,2,1.5,0,Borderline,29.9,NotLactating,3,27/02/2020,2800,February,mtawa,P4,28
MAZINGA,Plant,19,4,Female,1,0,2,2,0,Healthy,28.6,Lactating,4,12/03/2020,500,March,Noplant,P4,42
MAZINGA,Plant,19,4,Female,0,0,2,1.5,0,Borderline,32.6,Lactating,5,26/03/2020,,March,mtawa,P4,56
MAZINGA,Plant,19,4,Female,0,0,2,2,0,Healthy,28.6,NotLactating,6,09/04/2020,700,April,Noplant,P4,70
MAZINGA,Plant,19,4,Female,1,0,2,2,0,Healthy,28.6,NotLactating,7,23/04/2020,50,April,Noplant,P4,84
MAZINGA,Plant,19,4,Female,1,0,2,2,0,Healthy,34.2,NotLactating,8,07/05/2020,1050,May,Noplant,P4,98
MAZINGA,Plant,19,4,Female,0,0,2,2.5,0,Healthy,32.6,Lactating,9,21/05/2020,,May,Noplant,P4,112
MAZINGA,Plant,19,4,Female,0,0,2,2.5,4,Sick,34.2,NotLactating,10,04/06/2020,,June,mtawa,P4,126
MAZINGA,Plant,19,4,Female,0,0,2,2,0,Healthy,32.6,NotLactating,11,18/06/2020,0,June,Noplant,P4,140
MAZINGA,Plant,19,4,Female,0,0,2,2,0,Healthy,29.9,NotLactating,12,02/07/2020,0,July,Noplant,P4,154
MAZINGA,Plant,19,4,Female,0,0,2,2,0,Healthy,34.2,NotLactating,13,16/07/2020,0,July,Noplant,P4,168
MAZINGA,Plant,19,4,Female,0,0,2,2,0,Healthy,35.4,NotLactating,14,30/07/2020,0,July,Noplant,P4,182
MAZINGA,Plant,19,4,Female,0,0,2,2,0,Healthy,32.6,NotLactating,15,13/08/2020,0,August,Noplant,P4,196
MAZINGA,Plant,19,4,Female,0,0,2,2,0,Healthy,31.3,NotLactating,16,27/08/2020,0,August,Noplant,P4,210
MAZINGA,Plant,19,4,Female,0,0,2,2,0,Healthy,31.3,NotLactating,17,10/09/2020,0,September,Noplant,P4,224
MAZINGA,Plant,19,4,Female,0,0,2,2,0,Healthy,28.6,NotLactating,18,24/09/2020,,September,Noplant,P4,238
MAZINGA,Plant,19,4,Female,0,0,2,2,0,Healthy,31.3,NotLactating,19,08/10/2020,50,October,Noplant,P4,252
MAZINGA,Plant,19,4,Female,,,,,,ND,,,20,22/10/2020,,October,,P4,266
MAZINGA,Plant,20,5.5,Female,1,0,5,1,5,Sick,28.6,NotLactating,1,30/01/2020,,January,mtawa,P4,0
MAZINGA,Plant,20,5.5,Female,,,,,,ND,,,2,13/02/2020,,February,,P4,14
MAZINGA,Plant,24,3,Female,0,0,2,2.5,0,Healthy,28.6,Pregnant,1,30/01/2020,3600,January,Noplant,P5,0
MAZINGA,Plant,24,3,Female,0,0,2,2.5,0,Healthy,28.6,Pregnant,2,13/02/2020,2000,February,Noplant,P5,14
MAZINGA,Plant,24,3,Female,,,,,,ND,,,3,27/02/2020,,February,,P5,28
MAZINGA,Plant,24,3,Female,0,0,2,2,0,Healthy,25.9,Lactating,4,12/03/2020,,March,Noplant,P5,42
MAZINGA,Plant,24,3,Female,0,0,2,2,0,Healthy,27.2,Lactating,5,26/03/2020,2950,March,Noplant,P5,56
MAZINGA,Plant,24,3,Female,0,0,2,2.5,0,Healthy,31.3,Lactating,6,09/04/2020,,April,Noplant,P5,70
MAZINGA,Plant,24,3,Female,0,0,2,2.5,0,Healthy,28.6,Lactating,7,23/04/2020,5000,April,Noplant,P5,84
MAZINGA,Plant,24,3,Female,,,,,,ND,,,8,07/05/2020,,May,,P5,98
MAZINGA,Plant,25,3.5,Female,0,0,2,2,1,Healthy,36.7,NotLactating,1,30/01/2020,1400,January,Noplant,P5,0
MAZINGA,Plant,25,3.5,Female,0,0,2,2,0,Healthy,34.2,Pregnant,2,13/02/2020,50,February,Noplant,P5,14
MAZINGA,Plant,25,3.5,Female,,,,,,ND,,,3,27/02/2020,,February,,P5,28
MAZINGA,Plant,25,3.5,Female,0,0,2,2,0,Healthy,29.9,Lactating,4,12/03/2020,,March,Noplant,P5,42
MAZINGA,Plant,25,3.5,Female,0,0,2,2,0,Healthy,19.1,Lactating,5,26/03/2020,,March,Noplant,P5,56
MAZINGA,Plant,25,3.5,Female,0,0,2,2,0,Healthy,16.8,Lactating,6,09/04/2020,,April,Noplant,P5,70
MAZINGA,Plant,25,3.5,Female,0,0,2,2.5,0,Healthy,28.6,Lactating,7,23/04/2020,400,April,Noplant,P5,84
MAZINGA,Plant,25,3.5,Female,,,,,,ND,,,8,07/05/2020,,May,,P5,98
