Location,TST,Tag,Status,Visit
CHINKHOWE,Plant,60,Healthy,15
CHINKHOWE,Plant,61,End,15
CHINKHOWE,Plant,63,Grazing,15
CHINKHOWE,Plant,64,Healthy,15
CHINKHOWE,Plant,65,Healthy,15
CHINKHOWE,Plant,66,Healthy,15
CHINKHOWE,Plant,67,Healthy,15
CHINKHOWE,Plant,68,Healthy,15
CHINKHOWE,Plant,72,Healthy,15
CHINKHOWE,Plant,73,Healthy,15
CHINKHOWE,Plant,74,Healthy,15
CHINKHOWE,Plant,75,Healthy,15
CHINKHOWE,Plant,79,Grazing,15
CHINKHOWE,Plant,80,Grazing,15
CHINKHOWE,Plant,81,Grazing,15
CHINKHOWE,Plant,82,Grazing,15
CHINKHOWE,Plant,86,Healthy,15
CHINKHOWE,Plant,87,Healthy,15
CHINKHOWE,Plant,91,Stolen,15
CHINKHOWE,Plant,92,Stolen,15
CHINKHOWE,Plant,93,Healthy,15
CHINKHOWE,Plant,95,End,15
CHINKHOWE,Plant,96,Sold,15
CHINKHOWE,Plant,97,Borderline,15
CHINKHOWE,Plant,98,Sold,15
CHINKHOWE,Plant,99,Healthy,15
KAMCHEZERA,Drug,100,Died,15
KAMCHEZERA,Drug,101,Healthy,15
KAMCHEZERA,Drug,102,Sold,15
KAMCHEZERA,Drug,105,Healthy,15
KAMCHEZERA,Drug,106,Healthy,15
KAMCHEZERA,Drug,107,Healthy,15
KAMCHEZERA,Drug,108,Borderline,15
KAMCHEZERA,Drug,111,Healthy,15
KAMCHEZERA,Drug,114,Died,15
KAMCHEZERA,Drug,115,Died,15
KAMCHEZERA,Drug,116,Died,15
MKWINDA,Drug,120,Sold,15
MKWINDA,Drug,121,Healthy,15
MKWINDA,Drug,122,Healthy,15
MKWINDA,Drug,123,Healthy,15
MKWINDA,Drug,128,Died,15
MKWINDA,Drug,132,Healthy,15
MKWINDA,Drug,135,Sold,15
MKWINDA,Drug,136,Healthy,15
MKWINDA,Drug,137,Healthy,15
KAMCHEZERA,Drug,138,Healthy,15
KAMCHEZERA,Drug,139,Died,15
KAMCHEZERA,Drug,140,Healthy,15
KAMCHEZERA,Drug,141,Healthy,15
MKWINDA,Drug,142,Healthy,15
MKWINDA,Drug,143,Healthy,15
MKWINDA,Drug,150,Sold,15
MKWINDA,Drug,151,End,15
MKWINDA,Drug,152,Grazing,15
MKWINDA,Drug,153,Healthy,15
MKWINDA,Drug,156,End,15
MAZINGA,Plant,200,Healthy,15
MAZINGA,Plant,201,Healthy,15
MAZINGA,Plant,205,Borderline,15
MAZINGA,Plant,206,Sold,15
MAZINGA,Plant,207,Stolen,15
MAZINGA,Plant,210,Healthy,15
MAZINGA,Plant,211,Healthy,15
MAZINGA,Plant,212,Healthy,15
MAZINGA,Plant,213,Borderline,15
MAZINGA,Plant,214,End,15
MAZINGA,Plant,215,End,15
MAZINGA,Plant,217,End,15
MAZINGA,Plant,218,Died,15
MAZINGA,Plant,219,End,15
CHINKHOWE,Plant,300,Healthy,15
CHINKHOWE,Plant,301,End,15
CHINKHOWE,Plant,302,Healthy,15
CHINKHOWE,Plant,303,End,15
CHINKHOWE,Plant,305,End,15
CHINKHOWE,Plant,306,End,15
CHINKHOWE,Plant,602,Died,15
MKWINDA,Drug,10757,Healthy,15
KAMCHEZERA,Drug,26058,Healthy,15
KAMCHEZERA,Drug,26059,Healthy,15
KAMCHEZERA,Drug,26060,End,15
KAMCHEZERA,Drug,26065,Healthy,15
KAMCHEZERA,Drug,26075,Grazing,15
KAMCHEZERA,Drug,26077,Stolen,15
KAMCHEZERA,Drug,26085,End,15
MKWINDA,Drug,26383,Healthy,15
MKWINDA,Drug,26437,Sold,15
KAMCHEZERA,Drug,26529,Healthy,15
KAMCHEZERA,Drug,26549,Healthy,15
KAMCHEZERA,Drug,26552,Healthy,15
KAMCHEZERA,Drug,26553,Healthy,15
KAMCHEZERA,Drug,26558,End,15
KAMCHEZERA,Drug,26559,End,15
KAMCHEZERA,Drug,26560,End,15
KAMCHEZERA,Drug,26607,End,15
KAMCHEZERA,Drug,26608,End,15
KAMCHEZERA,Drug,26624,End,15
KAMCHEZERA,Drug,26625,End,15
KAMCHEZERA,Drug,26626,End,15
KAMCHEZERA,Drug,26627,End,15
KAMCHEZERA,Drug,26628,End,15
KAMCHEZERA,Drug,26629,End,15
KAMCHEZERA,Drug,26630,End,15
KAMCHEZERA,Drug,26631,End,15
KAMCHEZERA,Drug,26632,End,15
KAMCHEZERA,Drug,26633,End,15
KAMCHEZERA,Drug,26634,End,15
KAMCHEZERA,Drug,26640,Sold,15
KAMCHEZERA,Drug,26643,End,15
KAMCHEZERA,Drug,26655,Sold,15
MKWINDA,Drug,26909,Healthy,15
MKWINDA,Drug,26910,Healthy,15
MKWINDA,Drug,27049,Died,15
MKWINDA,Drug,27097,Sold,15
MKWINDA,Drug,27098,Healthy,15
MKWINDA,Drug,27104,End,15
MKWINDA,Drug,27106,Sold,15
MAZINGA,Plant,94713,End,15
MAZINGA,Plant,94714,End,15
KAMCHEZERA,Drug,95225,Borderline,15
KAMCHEZERA,Drug,95341,Grazing,15
KAMCHEZERA,Drug,95463,Healthy,15
KAMCHEZERA,Drug,95508,Sold,15
MAZINGA,Plant,95601,End,15
MAZINGA,Plant,95627,Healthy,15
MAZINGA,Plant,95646,Healthy,15
MAZINGA,Plant,95655,Sold,15
MKWINDA,Drug,95692,Healthy,15
MKWINDA,Drug,97890,Healthy,15
MKWINDA,Drug,97895,Healthy,15
KAMCHEZERA,Drug,97957,Healthy,15
KAMCHEZERA,Drug,98021,End,15
MKWINDA,Drug,98175,Grazing,15
MKWINDA,Drug,98263,Healthy,15
MKWINDA,Drug,98266,Died,15
KAMCHEZERA,Drug,98453,Stolen,15
KAMCHEZERA,Drug,98465,End,15
KAMCHEZERA,Drug,98481,Died,15
MKWINDA,Drug,98580,Grazing,15
KAMCHEZERA,Drug,98880,Died,15
MAZINGA,Plant,98896,End,15
MAZINGA,Plant,98897,End,15
MKWINDA,Drug,99081,Healthy,15
MKWINDA,Drug,99083,Borderline,15
MKWINDA,Drug,99084,Sold,15
MKWINDA,Drug,99316,Grazing,15
KAMCHEZERA,Drug,99340,Healthy,15
KAMCHEZERA,Drug,99380,End,15
KAMCHEZERA,Drug,99455,Grazing,15
MKWINDA,Drug,99514,Healthy,15
MKWINDA,Drug,99515,Grazing,15
MKWINDA,Drug,1400,Healthy,15
MKWINDA,Drug,1410,Healthy,15
MAZINGA,Plant,14000,End,15
MKWINDA,Drug,176,Borderline,15
MKWINDA,Drug,241,Healthy,15
MAZINGA,Plant,940,End,15
MAZINGA,Plant,1,End,16
MAZINGA,Plant,2,End,16
MAZINGA,Plant,3,End,16
MAZINGA,Plant,6,Healthy,16
MAZINGA,Plant,7,Healthy,16
MAZINGA,Plant,8,Died,16
MAZINGA,Plant,9,Died,16
MAZINGA,Plant,12,Healthy,16
MAZINGA,Plant,13,Healthy,16
MAZINGA,Plant,14,Sold,16
MAZINGA,Plant,18,Healthy,16
MAZINGA,Plant,19,Healthy,16
MAZINGA,Plant,20,Died,16
MAZINGA,Plant,24,Died,16
MAZINGA,Plant,25,Died,16
MAZINGA,Plant,26,Died,16
MAZINGA,Plant,30,Healthy,16
MAZINGA,Plant,31,Healthy,16
MAZINGA,Plant,32,Healthy,16
MAZINGA,Plant,35,Healthy,16
MAZINGA,Plant,36,Healthy,16
MAZINGA,Plant,37,Healthy,16
MAZINGA,Plant,38,Sold,16
MAZINGA,Plant,41,Healthy,16
MAZINGA,Plant,42,Borderline,16
MAZINGA,Plant,43,Healthy,16
MAZINGA,Plant,44,Healthy,16
MAZINGA,Plant,45,Sold,16
MAZINGA,Plant,46,Healthy,16
MAZINGA,Plant,47,Healthy,16
MAZINGA,Plant,48,End,16
CHINKHOWE,Plant,50,Healthy,16
CHINKHOWE,Plant,51,Healthy,16
CHINKHOWE,Plant,52,Died,16
CHINKHOWE,Plant,53,Healthy,16
CHINKHOWE,Plant,54,End,16
CHINKHOWE,Plant,57,Healthy,16
CHINKHOWE,Plant,58,Died,16
CHINKHOWE,Plant,59,Healthy,16
CHINKHOWE,Plant,60,End,16
CHINKHOWE,Plant,61,End,16
CHINKHOWE,Plant,63,Grazing,16
CHINKHOWE,Plant,64,Healthy,16
CHINKHOWE,Plant,65,Healthy,16
CHINKHOWE,Plant,66,Healthy,16
CHINKHOWE,Plant,67,Healthy,16
CHINKHOWE,Plant,68,Healthy,16
CHINKHOWE,Plant,72,Healthy,16
CHINKHOWE,Plant,73,Healthy,16
CHINKHOWE,Plant,74,Healthy,16
CHINKHOWE,Plant,75,Healthy,16
CHINKHOWE,Plant,79,Healthy,16
CHINKHOWE,Plant,80,Healthy,16
CHINKHOWE,Plant,81,Healthy,16
CHINKHOWE,Plant,82,Healthy,16
CHINKHOWE,Plant,86,Healthy,16
CHINKHOWE,Plant,87,Healthy,16
CHINKHOWE,Plant,91,Stolen,16
CHINKHOWE,Plant,92,Stolen,16
CHINKHOWE,Plant,93,Healthy,16
CHINKHOWE,Plant,95,End,16
CHINKHOWE,Plant,96,Sold,16
CHINKHOWE,Plant,97,Borderline,16
CHINKHOWE,Plant,98,Sold,16
CHINKHOWE,Plant,99,Healthy,16
KAMCHEZERA,Drug,100,Died,16
KAMCHEZERA,Drug,101,Healthy,16
KAMCHEZERA,Drug,102,Sold,16
KAMCHEZERA,Drug,105,Grazing,16
KAMCHEZERA,Drug,106,Grazing,16
KAMCHEZERA,Drug,107,Grazing,16
KAMCHEZERA,Drug,108,Grazing,16
KAMCHEZERA,Drug,111,Healthy,16
KAMCHEZERA,Drug,114,Died,16
KAMCHEZERA,Drug,115,Died,16
KAMCHEZERA,Drug,116,Died,16
MKWINDA,Drug,120,Sold,16
MKWINDA,Drug,121,Healthy,16
MKWINDA,Drug,122,Healthy,16
MKWINDA,Drug,123,Healthy,16
MKWINDA,Drug,128,Died,16
MKWINDA,Drug,132,Healthy,16
MKWINDA,Drug,135,Sold,16
MKWINDA,Drug,136,Healthy,16
MKWINDA,Drug,137,Healthy,16
KAMCHEZERA,Drug,138,Grazing,16
KAMCHEZERA,Drug,139,Died,16
KAMCHEZERA,Drug,140,Healthy,16
KAMCHEZERA,Drug,141,Healthy,16
MKWINDA,Drug,142,Healthy,16
MKWINDA,Drug,143,Healthy,16
MKWINDA,Drug,150,Sold,16
MKWINDA,Drug,151,End,16
MKWINDA,Drug,152,Grazing,16
MKWINDA,Drug,153,Healthy,16
MKWINDA,Drug,156,End,16
MAZINGA,Plant,200,Healthy,16
MAZINGA,Plant,201,Healthy,16
MAZINGA,Plant,205,Borderline,16
MAZINGA,Plant,206,Sold,16
MAZINGA,Plant,207,Stolen,16
MAZINGA,Plant,210,End,16
MAZINGA,Plant,211,End,16
MAZINGA,Plant,212,End,16
MAZINGA,Plant,213,End,16
MAZINGA,Plant,214,End,16
MAZINGA,Plant,215,End,16
MAZINGA,Plant,217,End,16
MAZINGA,Plant,218,Died,16
MAZINGA,Plant,219,End,16
CHINKHOWE,Plant,300,Healthy,16
CHINKHOWE,Plant,301,End,16
CHINKHOWE,Plant,302,Healthy,16
CHINKHOWE,Plant,303,End,16
CHINKHOWE,Plant,305,End,16
CHINKHOWE,Plant,306,End,16
CHINKHOWE,Plant,602,Died,16
MKWINDA,Drug,10757,Healthy,16
KAMCHEZERA,Drug,26058,Healthy,16
KAMCHEZERA,Drug,26059,Healthy,16
KAMCHEZERA,Drug,26060,End,16
KAMCHEZERA,Drug,26065,Healthy,16
KAMCHEZERA,Drug,26075,Healthy,16
KAMCHEZERA,Drug,26077,Stolen,16
KAMCHEZERA,Drug,26085,End,16
MKWINDA,Drug,26383,Healthy,16
MKWINDA,Drug,26437,Sold,16
KAMCHEZERA,Drug,26529,Grazing,16
KAMCHEZERA,Drug,26549,Grazing,16
KAMCHEZERA,Drug,26552,Borderline,16
KAMCHEZERA,Drug,26553,Healthy,16
KAMCHEZERA,Drug,26558,End,16
KAMCHEZERA,Drug,26559,End,16
KAMCHEZERA,Drug,26560,End,16
KAMCHEZERA,Drug,26607,End,16
KAMCHEZERA,Drug,26608,End,16
KAMCHEZERA,Drug,26624,End,16
KAMCHEZERA,Drug,26625,End,16
KAMCHEZERA,Drug,26626,End,16
KAMCHEZERA,Drug,26627,End,16
KAMCHEZERA,Drug,26628,End,16
KAMCHEZERA,Drug,26629,End,16
KAMCHEZERA,Drug,26630,End,16
KAMCHEZERA,Drug,26631,End,16
KAMCHEZERA,Drug,26632,End,16
KAMCHEZERA,Drug,26633,End,16
KAMCHEZERA,Drug,26634,End,16
KAMCHEZERA,Drug,26640,Sold,16
KAMCHEZERA,Drug,26643,End,16
KAMCHEZERA,Drug,26655,Sold,16
MKWINDA,Drug,26909,End,16
MKWINDA,Drug,26910,Healthy,16
MKWINDA,Drug,27049,Died,16
MKWINDA,Drug,27097,Sold,16
MKWINDA,Drug,27098,Healthy,16
MKWINDA,Drug,27104,End,16
MKWINDA,Drug,27106,Sold,16
MAZINGA,Plant,94713,End,16
MAZINGA,Plant,94714,End,16
KAMCHEZERA,Drug,95225,Healthy,16
KAMCHEZERA,Drug,95341,Healthy,16
KAMCHEZERA,Drug,95463,Healthy,16
KAMCHEZERA,Drug,95508,Sold,16
MAZINGA,Plant,95601,End,16
MAZINGA,Plant,95627,Healthy,16
MAZINGA,Plant,95646,Healthy,16
MAZINGA,Plant,95655,Sold,16
MKWINDA,Drug,95692,Healthy,16
MKWINDA,Drug,97890,Healthy,16
MKWINDA,Drug,97895,Healthy,16
KAMCHEZERA,Drug,97957,Healthy,16
KAMCHEZERA,Drug,98021,End,16
MKWINDA,Drug,98175,Grazing,16
MKWINDA,Drug,98263,Healthy,16
MKWINDA,Drug,98266,Died,16
KAMCHEZERA,Drug,98453,Stolen,16
KAMCHEZERA,Drug,98465,End,16
KAMCHEZERA,Drug,98481,Died,16
MKWINDA,Drug,98580,Healthy,16
KAMCHEZERA,Drug,98880,Died,16
MAZINGA,Plant,98896,End,16
MAZINGA,Plant,98897,End,16
MKWINDA,Drug,99081,Healthy,16
MKWINDA,Drug,99083,Borderline,16
MKWINDA,Drug,99084,Sold,16
MKWINDA,Drug,99316,Healthy,16
KAMCHEZERA,Drug,99340,Grazing,16
KAMCHEZERA,Drug,99380,End,16
KAMCHEZERA,Drug,99455,Healthy,16
MKWINDA,Drug,99514,Healthy,16
MKWINDA,Drug,99515,Healthy,16
MKWINDA,Drug,1400,Grazing,16
MKWINDA,Drug,1410,Healthy,16
MAZINGA,Plant,14000,End,16
MKWINDA,Drug,176,Healthy,16
MKWINDA,Drug,241,Healthy,16
MAZINGA,Plant,940,End,16
MAZINGA,Plant,1,End,17
MAZINGA,Plant,2,End,17
MAZINGA,Plant,3,End,17
MAZINGA,Plant,6,Healthy,17
MAZINGA,Plant,7,Healthy,17
MAZINGA,Plant,8,Died,17
MAZINGA,Plant,9,Died,17
MAZINGA,Plant,12,Healthy,17
MAZINGA,Plant,13,Healthy,17
MAZINGA,Plant,14,Sold,17
MAZINGA,Plant,18,Healthy,17
MAZINGA,Plant,19,Healthy,17
MAZINGA,Plant,20,Died,17
MAZINGA,Plant,24,Died,17
MAZINGA,Plant,25,Died,17
MAZINGA,Plant,26,Died,17
MAZINGA,Plant,30,Healthy,17
MAZINGA,Plant,31,Healthy,17
MAZINGA,Plant,32,Healthy,17
MAZINGA,Plant,35,Healthy,17
MAZINGA,Plant,36,Healthy,17
MAZINGA,Plant,37,Healthy,17
MAZINGA,Plant,38,Sold,17
MAZINGA,Plant,41,Healthy,17
MAZINGA,Plant,42,Healthy,17
MAZINGA,Plant,43,Borderline,17
MAZINGA,Plant,44,Healthy,17
MAZINGA,Plant,45,Sold,17
MAZINGA,Plant,46,Healthy,17
MAZINGA,Plant,47,Healthy,17
MAZINGA,Plant,48,End,17
CHINKHOWE,Plant,50,Grazing,17
CHINKHOWE,Plant,51,Grazing,17
CHINKHOWE,Plant,52,Died,17
CHINKHOWE,Plant,53,Grazing,17
CHINKHOWE,Plant,54,End,17
CHINKHOWE,Plant,57,Healthy,17
CHINKHOWE,Plant,58,Died,17
CHINKHOWE,Plant,59,Healthy,17
CHINKHOWE,Plant,60,End,17
CHINKHOWE,Plant,61,End,17
CHINKHOWE,Plant,63,Grazing,17
CHINKHOWE,Plant,64,Grazing,17
CHINKHOWE,Plant,65,Grazing,17
CHINKHOWE,Plant,66,Grazing,17
CHINKHOWE,Plant,67,Grazing,17
CHINKHOWE,Plant,68,Grazing,17
CHINKHOWE,Plant,72,Healthy,17
CHINKHOWE,Plant,73,Healthy,17
CHINKHOWE,Plant,74,Healthy,17
CHINKHOWE,Plant,75,Healthy,17
CHINKHOWE,Plant,79,Healthy,17
CHINKHOWE,Plant,80,Healthy,17
CHINKHOWE,Plant,81,Healthy,17
CHINKHOWE,Plant,82,Healthy,17
CHINKHOWE,Plant,86,Healthy,17
CHINKHOWE,Plant,87,Healthy,17
CHINKHOWE,Plant,91,Stolen,17
CHINKHOWE,Plant,92,Stolen,17
CHINKHOWE,Plant,93,Healthy,17
CHINKHOWE,Plant,95,End,17
CHINKHOWE,Plant,96,Sold,17
CHINKHOWE,Plant,97,Healthy,17
CHINKHOWE,Plant,98,Sold,17
CHINKHOWE,Plant,99,Healthy,17
KAMCHEZERA,Drug,100,Died,17
KAMCHEZERA,Drug,101,Healthy,17
KAMCHEZERA,Drug,102,Sold,17
KAMCHEZERA,Drug,105,Healthy,17
KAMCHEZERA,Drug,106,Healthy,17
KAMCHEZERA,Drug,107,Healthy,17
KAMCHEZERA,Drug,108,Healthy,17
KAMCHEZERA,Drug,111,Grazing,17
KAMCHEZERA,Drug,114,Died,17
KAMCHEZERA,Drug,115,Died,17
KAMCHEZERA,Drug,116,Died,17
MKWINDA,Drug,120,Sold,17
MKWINDA,Drug,121,Healthy,17
MKWINDA,Drug,122,Healthy,17
MKWINDA,Drug,123,Healthy,17
MKWINDA,Drug,128,Died,17
MKWINDA,Drug,132,Healthy,17
MKWINDA,Drug,135,Sold,17
MKWINDA,Drug,136,Healthy,17
MKWINDA,Drug,137,Healthy,17
KAMCHEZERA,Drug,138,Healthy,17
KAMCHEZERA,Drug,139,Died,17
KAMCHEZERA,Drug,140,Healthy,17
KAMCHEZERA,Drug,141,End,17
MKWINDA,Drug,142,Healthy,17
MKWINDA,Drug,143,Healthy,17
MKWINDA,Drug,150,Sold,17
MKWINDA,Drug,151,End,17
MKWINDA,Drug,152,Healthy,17
MKWINDA,Drug,153,Healthy,17
MKWINDA,Drug,156,End,17
MAZINGA,Plant,200,Healthy,17
MAZINGA,Plant,201,Healthy,17
MAZINGA,Plant,205,Borderline,17
MAZINGA,Plant,206,Sold,17
MAZINGA,Plant,207,Stolen,17
MAZINGA,Plant,210,End,17
MAZINGA,Plant,211,End,17
MAZINGA,Plant,212,End,17
MAZINGA,Plant,213,End,17
MAZINGA,Plant,214,End,17
MAZINGA,Plant,215,End,17
MAZINGA,Plant,217,End,17
MAZINGA,Plant,218,Died,17
MAZINGA,Plant,219,End,17
CHINKHOWE,Plant,300,Healthy,17
CHINKHOWE,Plant,301,End,17
CHINKHOWE,Plant,302,Healthy,17
CHINKHOWE,Plant,303,End,17
CHINKHOWE,Plant,305,End,17
CHINKHOWE,Plant,306,End,17
CHINKHOWE,Plant,602,Died,17
MKWINDA,Drug,10757,Healthy,17
KAMCHEZERA,Drug,26058,Healthy,17
KAMCHEZERA,Drug,26059,Healthy,17
KAMCHEZERA,Drug,26060,End,17
KAMCHEZERA,Drug,26065,Healthy,17
KAMCHEZERA,Drug,26075,Grazing,17
KAMCHEZERA,Drug,26077,Stolen,17
KAMCHEZERA,Drug,26085,End,17
MKWINDA,Drug,26383,Healthy,17
MKWINDA,Drug,26437,Sold,17
KAMCHEZERA,Drug,26529,Healthy,17
KAMCHEZERA,Drug,26549,Healthy,17
KAMCHEZERA,Drug,26552,Grazing,17
KAMCHEZERA,Drug,26553,Sold,17
KAMCHEZERA,Drug,26558,End,17
KAMCHEZERA,Drug,26559,End,17
KAMCHEZERA,Drug,26560,End,17
KAMCHEZERA,Drug,26607,End,17
KAMCHEZERA,Drug,26608,End,17
KAMCHEZERA,Drug,26624,End,17
KAMCHEZERA,Drug,26625,End,17
KAMCHEZERA,Drug,26626,End,17
KAMCHEZERA,Drug,26627,End,17
KAMCHEZERA,Drug,26628,End,17
KAMCHEZERA,Drug,26629,End,17
KAMCHEZERA,Drug,26630,End,17
KAMCHEZERA,Drug,26631,End,17
KAMCHEZERA,Drug,26632,End,17
KAMCHEZERA,Drug,26633,End,17
KAMCHEZERA,Drug,26634,End,17
KAMCHEZERA,Drug,26640,Sold,17
KAMCHEZERA,Drug,26643,End,17
KAMCHEZERA,Drug,26655,Sold,17
MKWINDA,Drug,26909,End,17
MKWINDA,Drug,26910,Healthy,17
MKWINDA,Drug,27049,Died,17
MKWINDA,Drug,27097,Sold,17
MKWINDA,Drug,27098,Healthy,17
MKWINDA,Drug,27104,End,17
MKWINDA,Drug,27106,Sold,17
MAZINGA,Plant,94713,End,17
MAZINGA,Plant,94714,End,17
KAMCHEZERA,Drug,95225,Healthy,17
KAMCHEZERA,Drug,95341,Sold,17
KAMCHEZERA,Drug,95463,Healthy,17
KAMCHEZERA,Drug,95508,Sold,17
MAZINGA,Plant,95601,End,17
MAZINGA,Plant,95627,Healthy,17
MAZINGA,Plant,95646,Borderline,17
MAZINGA,Plant,95655,Sold,17
MKWINDA,Drug,95692,Grazing,17
MKWINDA,Drug,97890,Healthy,17
MKWINDA,Drug,97895,Healthy,17
KAMCHEZERA,Drug,97957,Healthy,17
KAMCHEZERA,Drug,98021,End,17
MKWINDA,Drug,98175,Healthy,17
MKWINDA,Drug,98263,Healthy,17
MKWINDA,Drug,98266,Died,17
KAMCHEZERA,Drug,98453,Stolen,17
KAMCHEZERA,Drug,98465,End,17
KAMCHEZERA,Drug,98481,Died,17
MKWINDA,Drug,98580,Grazing,17
KAMCHEZERA,Drug,98880,Died,17
MAZINGA,Plant,98896,End,17
MAZINGA,Plant,98897,End,17
MKWINDA,Drug,99081,Healthy,17
MKWINDA,Drug,99083,Healthy,17
MKWINDA,Drug,99084,Sold,17
MKWINDA,Drug,99316,Grazing,17
KAMCHEZERA,Drug,99340,Healthy,17
KAMCHEZERA,Drug,99380,End,17
KAMCHEZERA,Drug,99455,Grazing,17
MKWINDA,Drug,99514,Healthy,17
MKWINDA,Drug,99515,Healthy,17
MKWINDA,Drug,1400,Grazing,17
MKWINDA,Drug,1410,Healthy,17
MAZINGA,Plant,14000,End,17
MKWINDA,Drug,176,Grazing,17
MKWINDA,Drug,241,Healthy,17
MAZINGA,Plant,940,End,17
MAZINGA,Plant,1,End,18
MAZINGA,Plant,2,End,18
MAZINGA,Plant,3,End,18
MAZINGA,Plant,6,Sick,18
MAZINGA,Plant,7,Healthy,18
MAZINGA,Plant,8,Died,18
MAZINGA,Plant,9,Died,18
MAZINGA,Plant,12,Healthy,18
MAZINGA,Plant,13,Healthy,18
MAZINGA,Plant,14,Sold,18
MAZINGA,Plant,18,Healthy,18
MAZINGA,Plant,19,Healthy,18
MAZINGA,Plant,20,Died,18
MAZINGA,Plant,24,Died,18
MAZINGA,Plant,25,Died,18
MAZINGA,Plant,26,Died,18
MAZINGA,Plant,30,Healthy,18
MAZINGA,Plant,31,Healthy,18
MAZINGA,Plant,32,Healthy,18
MAZINGA,Plant,35,Healthy,18
MAZINGA,Plant,36,Healthy,18
MAZINGA,Plant,37,Healthy,18
MAZINGA,Plant,38,Sold,18
MAZINGA,Plant,41,Healthy,18
MAZINGA,Plant,42,Healthy,18
MAZINGA,Plant,43,Healthy,18
MAZINGA,Plant,44,Healthy,18
MAZINGA,Plant,45,Sold,18
MAZINGA,Plant,46,Borderline,18
MAZINGA,Plant,47,Sold,18
MAZINGA,Plant,48,End,18
CHINKHOWE,Plant,50,Grazing,18
CHINKHOWE,Plant,51,Grazing,18
CHINKHOWE,Plant,52,Died,18
CHINKHOWE,Plant,53,Grazing,18
CHINKHOWE,Plant,54,End,18
CHINKHOWE,Plant,57,Healthy,18
CHINKHOWE,Plant,58,Died,18
CHINKHOWE,Plant,59,Borderline,18
CHINKHOWE,Plant,60,End,18
CHINKHOWE,Plant,61,End,18
CHINKHOWE,Plant,63,Healthy,18
CHINKHOWE,Plant,64,Healthy,18
CHINKHOWE,Plant,65,Healthy,18
CHINKHOWE,Plant,66,Healthy,18
CHINKHOWE,Plant,67,Healthy,18
CHINKHOWE,Plant,68,Healthy,18
CHINKHOWE,Plant,72,Healthy,18
CHINKHOWE,Plant,73,Healthy,18
CHINKHOWE,Plant,74,Healthy,18
CHINKHOWE,Plant,75,Healthy,18
CHINKHOWE,Plant,79,Sold,18
CHINKHOWE,Plant,80,Healthy,18
CHINKHOWE,Plant,81,Healthy,18
CHINKHOWE,Plant,82,Healthy,18
CHINKHOWE,Plant,86,Healthy,18
CHINKHOWE,Plant,87,Healthy,18
CHINKHOWE,Plant,91,Stolen,18
CHINKHOWE,Plant,92,Stolen,18
CHINKHOWE,Plant,93,Healthy,18
CHINKHOWE,Plant,95,End,18
CHINKHOWE,Plant,96,Sold,18
CHINKHOWE,Plant,97,Healthy,18
CHINKHOWE,Plant,98,Sold,18
CHINKHOWE,Plant,99,Healthy,18
KAMCHEZERA,Drug,100,Died,18
KAMCHEZERA,Drug,101,Grazing,18
KAMCHEZERA,Drug,102,Sold,18
KAMCHEZERA,Drug,105,Healthy,18
KAMCHEZERA,Drug,106,Healthy,18
KAMCHEZERA,Drug,107,Borderline,18
KAMCHEZERA,Drug,108,Borderline,18
KAMCHEZERA,Drug,111,Grazing,18
KAMCHEZERA,Drug,114,Died,18
KAMCHEZERA,Drug,115,Died,18
KAMCHEZERA,Drug,116,Died,18
MKWINDA,Drug,120,Sold,18
MKWINDA,Drug,121,Healthy,18
MKWINDA,Drug,122,Healthy,18
MKWINDA,Drug,123,Healthy,18
MKWINDA,Drug,128,Died,18
MKWINDA,Drug,132,Healthy,18
MKWINDA,Drug,135,Sold,18
MKWINDA,Drug,136,Healthy,18
MKWINDA,Drug,137,Healthy,18
KAMCHEZERA,Drug,138,Healthy,18
KAMCHEZERA,Drug,139,Died,18
KAMCHEZERA,Drug,140,End,18
KAMCHEZERA,Drug,141,End,18
MKWINDA,Drug,142,Healthy,18
MKWINDA,Drug,143,Healthy,18
MKWINDA,Drug,150,Sold,18
MKWINDA,Drug,151,End,18
MKWINDA,Drug,152,Grazing,18
MKWINDA,Drug,153,Healthy,18
MKWINDA,Drug,156,End,18
MAZINGA,Plant,200,Healthy,18
MAZINGA,Plant,201,End,18
MAZINGA,Plant,205,Sick,18
MAZINGA,Plant,206,Sold,18
MAZINGA,Plant,207,Stolen,18
MAZINGA,Plant,210,End,18
MAZINGA,Plant,211,End,18
MAZINGA,Plant,212,End,18
MAZINGA,Plant,213,End,18
MAZINGA,Plant,214,End,18
MAZINGA,Plant,215,End,18
MAZINGA,Plant,217,End,18
MAZINGA,Plant,218,Died,18
MAZINGA,Plant,219,End,18
CHINKHOWE,Plant,300,Healthy,18
CHINKHOWE,Plant,301,End,18
CHINKHOWE,Plant,302,Healthy,18
CHINKHOWE,Plant,303,End,18
CHINKHOWE,Plant,305,End,18
CHINKHOWE,Plant,306,End,18
CHINKHOWE,Plant,602,Died,18
MKWINDA,Drug,10757,Healthy,18
KAMCHEZERA,Drug,26058,Healthy,18
KAMCHEZERA,Drug,26059,Healthy,18
KAMCHEZERA,Drug,26060,End,18
KAMCHEZERA,Drug,26065,Healthy,18
KAMCHEZERA,Drug,26075,Healthy,18
KAMCHEZERA,Drug,26077,Stolen,18
KAMCHEZERA,Drug,26085,End,18
MKWINDA,Drug,26383,Healthy,18
